Item_Identifier,Item_MRP,Item_Outlet_Sales,Item_Type,Item_Visibility,Item_Weight,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Years,Item_Visibility_MeanRatio,Identifier,Item_Fat_Content_0,Item_Fat_Content_1,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Combine_Drinks,Item_Combine_Food,Item_Combine_Non-Consumable,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
DRF36,192.6846,2866.269,14,0.023577298,16.1,1997,OUT046,25,0.3574875535731513,44,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDU09,55.2956,1255.6988,13,0.06670068,7.71,1999,OUT049,23,1.0113399302526362,973,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS44,238.8538,4566.7222,6,0.156679617,12.65,2009,OUT018,13,2.375633245849814,902,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDL03,196.311,3142.576,10,0.027135522,19.25,2002,OUT045,20,0.4114386379096716,581,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDM40,143.1154,2181.2889135750365,5,0.159162446,12.792854228644991,1985,OUT027,37,2.4132788007030666,642,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCD55,41.1454,503.3448,9,0.024468806,14.0,2007,OUT017,15,0.3710049215900841,1303,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDZ15,117.7782,1191.782,4,0.020988798,13.1,2007,OUT017,15,0.3182397766470548,1227,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCQ38,105.528,2024.032,11,0.013355306,16.35,1987,OUT013,35,0.20249799909899893,1459,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDA26,218.4482,4819.0604,4,0.073906461,7.855,2004,OUT035,18,1.1205965983099302,164,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDU09,55.4956,2181.2889135750365,13,0.066868428,7.71,2009,OUT018,13,1.0138833863406405,973,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDU20,120.7098,361.5294,6,0.037569401,12.792854228644991,1985,OUT019,37,0.569640900017411,982,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDS31,178.4318,2526.0452,6,0.043978369,12.792854228644991,1985,OUT027,37,0.6668160000330537,892,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDK20,122.0072,1470.0864,6,0.041726942,12.6,2009,OUT018,13,0.6326790463295997,552,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCH42,231.201,6201.927,9,0.03674399,6.86,2007,OUT017,15,0.5571257187153649,1338,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
DRI11,113.3834,2073.3012,7,0.034457776,8.26,1999,OUT049,23,0.5224613118861902,79,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDI53,160.5236,2181.2889135750365,5,0.230389434,8.895,1998,OUT010,24,3.4932482564271363,502,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDX19,235.0958,3038.0454,6,0.096715523,19.1,2004,OUT035,18,1.4664358786921998,1131,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDM14,108.4254,2181.2889135750365,3,0.01328459,13.8,1999,OUT049,23,0.20142577742887885,626,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRL35,42.177,735.709,7,0.030877303,15.7,2007,OUT017,15,0.46817288013269903,116,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
DRE13,88.5198,2181.2889135750365,14,0.046372661,6.28,1998,OUT010,24,0.7031191247430933,29,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
FDY14,263.0226,4229.1616,4,0.070040195,10.3,1997,OUT046,25,1.0619748693143916,1178,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCU17,101.6674,1426.1436,8,0.092433518,12.792854228644991,1985,OUT027,37,1.4015105640171255,1501,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDR32,229.3694,228.3694,6,0.150238656,12.792854228644991,1985,OUT019,37,2.277973056350997,845,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCM42,109.0912,2181.2889135750365,9,0.028436862,6.13,2009,OUT018,13,0.4311700275272133,1400,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDQ23,102.9332,1845.5976,1,0.024505418,6.55,1987,OUT013,35,0.37156004602849174,792,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRO59,75.4012,986.7156,7,0.054238448,11.8,1999,OUT049,23,0.82238304343121,138,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NCF43,142.947,2181.2889135750365,9,0.0,12.792854228644991,1985,OUT027,37,0.0,1321,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDQ57,145.076,1611.236,13,0.027942357,7.275,2004,OUT035,18,0.42367216315447254,816,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDM25,177.5712,2636.568,2,0.061008889,10.695,2007,OUT017,15,0.9250389283295287,633,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDR31,143.8102,291.6204,6,0.086077865,12.792854228644991,1985,OUT019,37,1.3051438453910191,844,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDY35,44.0402,91.8804,1,0.028062401,12.792854228644991,1985,OUT019,37,0.425492313872385,1194,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDT02,36.1874,2181.2889135750365,4,0.024232347,12.6,1999,OUT049,23,0.3674196443700076,918,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDF29,128.831,2181.2889135750365,5,0.020046943,15.1,2007,OUT017,15,0.30395902913431433,374,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCO55,108.9938,1071.938,11,0.091408076,12.8,2009,OUT018,13,1.3859624400585973,1436,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDH58,116.4834,1842.9344,13,0.0,12.3,2009,OUT018,13,0.0,467,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDA13,36.3506,607.2096,3,0.078540095,15.85,2004,OUT035,18,1.1908534395651653,154,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDR13,115.3492,1274.3412,3,0.028765486,9.895,1999,OUT049,23,0.43615274394388764,830,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDZ57,128.6994,642.497,13,0.037977917,10.0,2007,OUT017,15,0.575834967948159,1260,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRZ24,118.444,2181.2889135750365,14,0.081719458,7.535,1987,OUT013,35,1.2390600958491462,144,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
DRK35,37.9506,569.259,7,0.071846495,8.365,1997,OUT046,25,1.0893626458110528,107,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDK22,216.385,2181.2889135750365,13,0.026127057,9.8,1999,OUT049,23,0.3961479253897659,554,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCA42,159.6604,3327.6684,9,0.0,6.965,2002,OUT045,20,0.0,1271,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDZ08,83.0592,743.0328,6,0.109900843,12.5,1987,OUT013,35,1.6663564883345408,1221,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDW14,87.8198,2181.2889135750365,4,0.038026496,12.792854228644991,1985,OUT027,37,0.5765715403859774,1078,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDJ38,188.553,3795.06,3,0.040172077,8.6,1987,OUT013,35,0.6091036186030417,528,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDN46,100.6332,2181.2889135750365,13,0.144631478,7.21,1997,OUT046,25,2.1929549874582346,681,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDH41,214.1534,1720.4272,5,0.082177842,9.0,2002,OUT045,20,1.2460102805037694,456,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCX53,143.2154,2181.2889135750365,8,0.0148655,12.792854228644991,1985,OUT027,37,0.22539610890279627,1537,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDQ24,250.6724,2181.2889135750365,0,0.0,15.7,1999,OUT049,23,0.0,793,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDC51,124.173,1601.249,4,0.009641375,10.895,2002,OUT045,20,0.1461860286887557,270,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
DRI23,161.7578,1604.578,7,0.137410256,18.85,1999,OUT049,23,2.0834641973520647,81,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDQ47,33.7874,882.185,1,0.168154574,7.155,2004,OUT035,18,2.5496207106257653,809,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCZ05,104.299,2181.2889135750365,8,0.057850699,12.792854228644991,1985,OUT027,37,0.8771533047598054,1549,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
NCB55,59.2562,2181.2889135750365,9,0.159885004,12.792854228644991,1985,OUT027,37,2.424234487471529,1283,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
NCD19,53.2614,552.614,9,0.0,8.93,1999,OUT049,23,0.0,1297,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
NCL18,192.5136,2916.204,9,0.168531813,18.85,2007,OUT017,15,2.5553405453253304,1379,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
NCM54,125.6678,4832.3764,9,0.050692386,12.792854228644991,1985,OUT027,37,0.7686163637549079,1403,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDU46,86.654,2423.512,13,0.011189235,10.3,2007,OUT017,15,0.16965524406168508,1004,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDF59,128.102,885.514,15,0.071230537,12.5,2004,OUT035,18,1.080023266950769,393,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDI60,64.951,2181.2889135750365,0,0.038537981,7.22,2007,OUT017,15,0.5843268616844299,506,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX38,48.8376,671.1264,4,0.0481669,10.5,1987,OUT013,35,0.7303240279782112,1148,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDQ31,87.3856,878.856,6,0.053930934,5.785,1999,OUT049,23,0.8177204044999171,798,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDL48,48.7034,534.6374,0,0.082250863,19.35,2004,OUT035,18,1.247117451420872,610,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS37,117.2492,2432.8332,3,0.032009653,7.655,2002,OUT045,20,0.48534198200724626,898,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDA23,100.6016,1619.2256,0,0.047187038,9.8,1997,OUT046,25,0.715467004530516,162,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRA12,140.3154,2552.6772,14,0.041177505,11.6,2007,OUT017,15,0.6243482830261639,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
DRH36,73.4696,2087.9488,14,0.0,16.2,1987,OUT013,35,0.0,71,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDK34,240.1564,7150.692,13,0.038340116,12.792854228644991,1985,OUT027,37,0.5813267607064574,562,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDV02,169.4106,2181.2889135750365,4,0.060534179,16.75,2004,OUT035,18,0.9178412029346718,1018,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDA31,171.708,3115.944,6,0.110234793,7.1,2002,OUT045,20,1.6714199594971715,167,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDR58,93.2462,1480.7392,13,0.041986639,6.675,1999,OUT049,23,0.6366166665437687,865,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDE52,90.1514,2181.2889135750365,4,0.029933264,10.395,1999,OUT049,23,0.453859018018913,351,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDT22,60.622,778.986,13,0.112324552,10.395,2002,OUT045,20,1.7031056442803674,934,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDL28,230.1668,2181.2889135750365,5,0.0634319,10.0,2009,OUT018,13,0.9617775009459004,598,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDM56,110.7912,2181.2889135750365,6,0.070333939,16.7,2002,OUT045,20,1.0664287225055753,649,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDU15,36.3532,2181.2889135750365,10,0.026597059,13.65,2004,OUT035,18,0.40327426637907215,979,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDT28,149.9708,2106.5912,5,0.063513272,13.3,1987,OUT013,35,0.9630112927573858,940,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDN33,96.3436,2181.2889135750365,13,0.123812157,6.305,2007,OUT017,15,1.8772848826250117,674,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDW34,244.317,8262.578,13,0.035406842,12.792854228644991,1985,OUT027,37,0.536851395199361,1094,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDP09,211.6902,4247.804,13,0.033725743,12.792854228644991,1985,OUT027,37,0.5113619617272018,737,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDB11,224.1404,4725.8484,15,0.061192211,16.0,2007,OUT017,15,0.9278185230607036,198,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDT38,85.2566,2181.2889135750365,4,0.057526565,18.7,2004,OUT035,18,0.8722386673535225,948,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCN41,121.373,369.519,8,0.091411749,12.792854228644991,1985,OUT019,37,1.3860181314183229,1415,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
DRD12,92.7146,1733.0774,14,0.077129323,6.96,1987,OUT013,35,1.1694628022270996,17,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDP27,189.153,2087.283,10,0.119937231,8.155,2009,OUT018,13,1.8185318475648875,752,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDQ51,49.1718,2181.2889135750365,10,0.017551276,16.0,1997,OUT046,25,0.26611881986337727,812,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCR05,200.4084,2181.2889135750365,8,0.095651539,12.792854228644991,1985,OUT019,37,1.4503033669344498,1466,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDC40,78.4986,1791.6678,4,0.065328932,16.0,2009,OUT018,13,0.9905409889728145,262,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDZ31,191.0504,5752.512,6,0.112668963,12.792854228644991,1985,OUT027,37,1.708327728923556,1238,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDS10,181.3318,1443.4544,13,0.035185588,19.2,1997,OUT046,25,0.5334966617104653,875,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDT28,151.2708,2181.2889135750365,5,0.111296158,12.792854228644991,1985,OUT019,37,1.6875127610259206,940,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDA44,56.793,848.895,6,0.053330653,19.7,2002,OUT045,20,0.8086187260062049,178,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDQ49,155.963,3285.723,2,0.039057677,12.792854228644991,1985,OUT027,37,0.592206681146429,811,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDJ20,122.9388,2181.2889135750365,6,0.175393386,12.792854228644991,1985,OUT019,37,2.659378206699148,518,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDP10,104.9622,1164.4842,13,0.128289285,19.0,1999,OUT049,23,1.945168723078394,738,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDW36,103.8622,2181.2889135750365,0,0.05716456,11.15,2009,OUT018,13,0.8667498160936687,1096,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDZ13,48.035,2181.2889135750365,3,0.256919126,7.84,1998,OUT010,24,3.895501079890164,1225,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
NCX41,211.0244,3811.0392,8,0.017719277,19.0,1997,OUT046,25,0.2686661120292498,1535,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDX19,233.9958,2181.2889135750365,6,0.161912574,19.1,1998,OUT010,24,2.4549772400548964,1131,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDN46,103.1332,3281.0624,13,0.0,7.21,2007,OUT017,15,0.0,681,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCG54,169.7106,2181.2889135750365,9,0.079930344,12.1,1999,OUT049,23,1.2119328997249987,1331,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDE59,34.3532,251.6724,15,0.062541552,12.15,2009,OUT018,13,0.9482777212701824,356,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDH35,164.9526,2181.2889135750365,15,0.060237241,18.25,2004,OUT035,18,0.9133389211556949,453,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDH47,98.4068,1846.9292,15,0.129016487,13.5,1999,OUT049,23,1.9561948238611686,460,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDY11,65.8142,856.8846,0,0.029560451,6.71,1997,OUT046,25,0.4482062919385001,1175,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDS44,238.9538,2181.2889135750365,6,0.156014453,12.65,2004,OUT035,18,2.365547787750038,902,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDA07,123.4072,2082.6224,6,0.031007381,7.55,2002,OUT045,20,0.47014517000211875,149,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ33,149.8076,2217.114,13,0.107307677,10.195,1987,OUT013,35,1.6270379638221444,1240,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDE02,91.9778,2181.2889135750365,3,0.0,8.71,2009,OUT018,13,0.0,318,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDQ34,106.3622,2117.244,13,0.162107603,10.85,1987,OUT013,35,2.457934340571071,801,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCP29,65.8168,830.9184,8,0.112728355,8.42,2009,OUT018,13,1.7092282519937492,1443,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDF21,187.953,2181.2889135750365,6,0.102999154,12.792854228644991,1985,OUT019,37,1.5617105736019563,369,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCK18,164.1184,3797.7232,9,0.006665667,12.792854228644991,1985,OUT027,37,0.10106726346518956,1367,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDE28,228.6668,4146.6024,5,0.132521929,9.5,2004,OUT035,18,2.0093456083476933,334,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDF29,130.531,908.817,5,0.019965179,15.1,1999,OUT049,23,0.30271929367648726,374,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
DRG03,153.0998,4921.5936,4,0.061986574,14.5,1997,OUT046,25,0.93986294331272,51,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDR23,174.937,2181.2889135750365,1,0.081787519,15.85,1997,OUT046,25,1.2400920614451931,838,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCP05,151.7024,2884.2456,8,0.025429614,19.6,2007,OUT017,15,0.3855730413709645,1438,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDN44,157.892,1917.504,6,0.022924552,13.15,2007,OUT017,15,0.34759038169855144,679,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCS38,112.6176,3091.9752,9,0.090558833,8.6,2009,OUT018,13,1.3730859093187677,1484,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
DRP47,250.7382,2181.2889135750365,7,0.140888464,15.75,2002,OUT045,20,2.1362020500414847,140,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
NCQ30,123.0414,1583.9382,9,0.029117482,7.725,1999,OUT049,23,0.4414898351113121,1458,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDO21,226.2404,1800.3232,13,0.009763021,11.6,1997,OUT046,25,0.14803046951238014,704,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDE59,36.6532,251.6724,15,0.062640143,12.15,2007,OUT017,15,0.9497725938121644,356,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDC45,170.3106,3422.212,6,0.135075924,12.792854228644991,1985,OUT027,37,2.048070207934468,265,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCS53,157.3604,6021.4952,8,0.089343433,12.792854228644991,1985,OUT027,37,1.354657573187426,1487,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDL03,195.611,2181.2889135750365,10,0.027075481,19.25,2004,OUT035,18,0.4105282744658162,581,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDV32,62.751,1707.777,6,0.089069748,7.785,2009,OUT018,13,1.3505078618379887,1042,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDY48,102.2332,2181.2889135750365,0,0.023771773,14.0,1999,OUT049,23,0.36043625414016023,1205,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDJ55,225.2404,2181.2889135750365,10,0.023578675,12.8,2002,OUT045,20,0.3575084321471622,538,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCV30,62.351,2181.2889135750365,9,0.066305026,20.2,2007,OUT017,15,1.005340880636288,1514,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDN60,159.6604,2181.2889135750365,0,0.095078893,15.1,1987,OUT013,35,1.4416207003454518,690,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDC02,258.8278,2181.2889135750365,3,0.069211765,21.35,2007,OUT017,15,1.0494139128380977,236,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDZ55,158.792,4474.176,6,0.02528566,12.792854228644991,1985,OUT027,37,0.38339035855094544,1258,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDF44,132.1968,2870.9296,6,0.05997133,7.17,2009,OUT018,13,0.9093070820171224,383,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCH55,128.402,1265.02,9,0.034813556,16.35,2009,OUT018,13,0.527855777435646,1341,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
